6397;Ильгачева Алена Андреевна;;;;;89196547024;alenka_ilg_ilg@mail.ru;Инстаграм, розничная точка, Чебоксары 428000 Чувашская республика, г. Чебоксары, ул. Пирогова 2, 120;0;Водопьянова Оксана;Розничная точка;alenka_ilg_ilg@mail.ru;89196547024
4712;Ильин Владимир Вячеславович;физ.лицо;;;689503, Чукотский АО, Анадырский р-н, п. Угольные Копи, д. 10, кв. 20;;;;0;;Продажи рекламщик;;
6233;ИМЕТ УрО РАН;;6661004301;;620016, г. Екатеринбург, ул. Амундсена, 101;+7 (343) 232-90-29;technogen-ural@mail.ru;;0;Кошлакова Виктория;Продажи Конечник;technogen-ural@mail.ru;+7 (343) 232-90-29, +7 (343) 232-90-29
5637;Инвестал;ООО;7710489710;;;;;;0;;;jureskul@mail.ru;79037502350
6465;Интерактивный музей мусора "МУЗМУС";;;;;8-985-157-91-45;muzmus@bk.ru;;0;Кошлакова Виктория;;muzmus@bk.ru;8-985-157-91-45
3816;Информ-Медиа;ООО;2128036741;ИНФОРМ-МЕДИА;428027, Чувашская Республика, г. Чебоксары, ул. Хузангая, д. 14 оф 214;8-8352-50-27-27;informmedia1@rambler.ru;;0;Кошлакова Виктория;;informmedia1@rambler.ru;8-8352-50-27-27
800;Информационно-технический центр "Ками-Север";ООО;7604039853;Ками-Север;Ярославль ул. Чайковского, 40а, а/я 812;;;Ками-север (акт);;Болотова О.;;;
713;Информационное агентство "Антивич-пресс";ЗАО;7725085364;Антивич;Москва ул. Мытная, д. 52;;;;;Света;;;
4414;ИП Замаруева;;;;;;;;0;;;;
4831;ИПФ "СЕЛБС";ООО;5504011353;;644105 г. Омск, ул. 22 Партсъезда, д. 98, литер А, офис 43;+7 913 6293091;;;0;;;logistika@selbs.ru;+7 913 6293091, 61-87-81, 8-3812-28-48-17
2652;ИПЦ"МЕГАЛИОН";ООО;7715654692;"ИПЦ"МЕГАЛИОН";Москва ул.Римского-Корсакова, д.10-89;;;;0;;Продажи рекламщик;;
6746;Ирушкина Александра;физ.лицо;;;;79054817770;alex.irushkina@gmail.com;;0;Кошлакова Виктория;Продажи Конечник;alex.irushkina@gmail.com;79054817770
4641;Исакова Марина Маратовна;ИП;165808193804;;420132, г.Казань, ул. Амирхана, д.22;(843) 2 509 609;zeltaz@mail.ru;;0;Кошлакова Виктория;;zeltaz@mail.ru;(843) 2 509 609, (843) 238 42 15
705;Искусова Татьяна Анатольевна;ИП;366602329390;ТАНИС;г.Воронеж ул. Кольцовская, 2, кв.67;;;;;Двойрис М.Ю.;;;
6861;Исмагилов Тимур Шамилевич;физ.лицо;;;;;t.ismagilov@2Gis.ru;;0;Цигельницкий И.Г.;;t.ismagilov@2Gis.ru;
4363;Исхакова Гульнара Закирьяновна;ИП;165600258234;;420033, Республика Татарстан, г. Казань, ул. Луговая, д. 73;(843)2-333-831, 292-08-43;depokazan@mail.ru;;0;Кошлакова Виктория;Продажи рекламщик;depokazan@mail.ru;(843)2-333-831, 292-08-43, (929)728-89-37
6390;Исхакова Татьяна Ивановна;ИП;504100435782;;143960, Московская область, г.Реутов, ул.Советская, д.23, кв.31;+7 (968) 778 44 47;oaimvk@mail.ru;розничная точка г. Реутов, магазин экотоваров инстаграм olesya_ermolina;0;Кошлакова Виктория;Розничная точка;oaimvk@mail.ru;+7 (968) 778 44 47
6765;Ишмаметов Руслан Рафикович;ИП;301603402052;;г.Астрахань ул.Комсомольская Набережная д.14 кв . 61;+7 962 533-97-21;;;0;Цигельницкий И.Г.;Продажи Конечник;;+7 962 533-97-21
1655;Кабанов Андрей Викторович;Физич;;Главценник Торг;г.Москва Анадырский пр-д, 57, кв.113;;;;;Марина З.;;;
6784;Каганова Александра Евгеньевна;физ.лицо;;;;;;;0;Цигельницкий И.Г.;Продажи Конечник;;79852559946
3861;Кадыров Ризван Багаутдинович;физ.лицо;;Кадыров Ризван Багаутдинович;Республика Дагестан, г. Махачкала, ул Ленина д. 64 кв 3;8910 444 10 36;;;0;;;;8910 444 10 36, rizcard@rambler.ru
6648;Кайнов Андрей Александрович;ИП;246410457579;;660032, г. Красноярск, ул. Соревнования 25;+7 (391) 27-27-400;;;0;Кошлакова Виктория;Продажи Агентство;vcdmag@mail.ru;+7 (391) 27-27-400
2921;Калашников Константин Сергеевич;ИП;583512079003;Калашников К. С.;Пенза ул.Суворова, д.3 офис 1;(841-2) 292 122, 52-14-50;;;0;;;;(841-2) 292 122, 52-14-50
3309;Калашникова Ю.Н.;ИП;583506836311;Калашникова Ю.Н.;Пенза ул.Бородина, д.3-90;(841-2) 292-122, 52-46-92, 52-46-93;;;0;;;;(841-2) 292-122, 52-46-92, 52-46-93
3815;Калиманова Ирина Ивановна;ИП;501302211476;Калиманова Ирина Ивановна;140180, Московская область, г. Жуковский, ул. Спасателей, д. 7;8 915 363 47 75;;;0;;;;8 915 363 47 75, ikalimanova@mail.ru
2060;Калинина Ольга Ивановна;ИП;590505163350;Калинина Ольга Ивановна;г.Пермь ул. Г.Хасана, д. 51а;;;;;;;;
6585;Калугарь Екатерина Сергеевна;физ.лицо;;;г. Санкт-Петербург;+7(911)7964053;kalugar.ekaterina@tseh85.ru;Эко-направление Булочные «Сёстры» Ферма «Медовое» г. СПб, доставка до терминала СДЭК в СПб;0;Цигельницкий И.Г.;Продажи Конечник;kalugar.ekaterina@tseh85.ru;+7(911)7964053
6516;Калугина Ольга Сергеевна;ИП;591603220111;;188662, Ленинградская обл., Всеволожский р-н, пос. Мурино, Воронцовский б-р, 2-433;+7(981)152-06-45;b12zerowaste@gmail.com;;0;Кошлакова Виктория;Розничная точка;b12zerowaste@gmail.com;+7(981)152-06-45
5148;Каменева Татьяна Евгеньевна;ИП;780616794914;;195279, г. Санкт-Петербург, пр. Ударников, д. 30-1-261;;tkameneva@gmail.com;;0;Румянцева А.В.;Продажи рекламщик;tkameneva@gmail.com;
6369;Каменская Василиса;физ.лицо;;;;89057609000;;эко-активист (продает эко-мешочки и деревянные штучки) познакомились на маркете в Красногорске.07.2019;0;;Розничная точка;;89057609000
5489;Каминский Д.А.;физ.лицо;;;г. Уфа, ул. правды 39/2;8-937-843-31-09;;;0;;Продажи Конечник;;8-937-843-31-09
140;Камович Наталья Владимировна;ИП;235302630429;Аталанта;Краснодар ул.Восточно-Кругликовская, д.69;(861) 215-93-26, 215-61-76;;Аталанта РА;;Болотова О.;;;(861) 215-93-26, 215-61-76
6023;Канюка Богдан Александрович;ИП;780500098019;;198255 г Санкт-Петербург, Проспект Ветеранов, 41 ;+7 (495) 150 18 52;hello@barberchair.ru;;0;Кошлакова Виктория;Продажи Конечник;hello@barberchair.ru, k.kharlashova@barberchair.ru;+7 (495) 150 18 52
2316;Капустин Игорь;;;;;;;;;;;;
6755;Капустин Илья Петрович;ИП;661106143090;;623811,Свердловская обл., Ирбитский р-он., д. Речкалова, Ул. Центральная 22 кв.1;+7 (343) 207 41 02;89090181106@mail.ru;РТ Екатеринбург Немузей мусора;0;Цигельницкий И.Г.;Розничная точка;89090181106@mail.ru, nemagazinekb@gmail.com;+7 (343) 207 41 02
6082;Карамов Марат Риварисович;ИП;165042820301;;423820, Республика Татарстан, г. Набережные Челны, ул. Шамиля Усманова, д57, кв 28;+ 7 951 061 12 15;mir.pechati@list.ru;;0;Водопьянова Оксана;Продажи рекламщик;mir.pechati@list.ru;+ 7 951 061 12 15, +7 953 403 28 17, 8-953-490-38-78
6409;Карапетян Екатерина Игоревна;ИП;772864361908;;;;;;0;;;;
6323;Карпенко Виктория Анатольевна;ИП;272011130319;;353440, Краснодарский край, г-к Анапа, ст-ца Анапская, ул. Чехова II, д. 47А;8-988-338-15-58;fabrika.suvenirov@yandex.ru;;0;Водопьянова Оксана;Продажи рекламщик;fabrika.suvenirov@yandex.ru;8-988-338-15-58
6942;Карпов Егор Викторович;ИП;781627521484;;192283, г. Санкт-Петербург, ул. Ярослава Гашека, д.9, корп.1, кв.58;+7 921 407-94-88;e.v.karpov@mail.ru;;0;Цигельницкий И.Г.;Продажи рекламщик;e.v.karpov@mail.ru;+7 921 407-94-88
6024;Карташова Наталья Петровна;физ.лицо;;;г.Коломна, улица Бульвар 800 летия д.11-114;89017142440;reklamasova@yandex.ru;;0;Кошлакова Виктория;Продажи рекламщик;reklamasova@yandex.ru;8-901-714-24-40, 89017142440, 89057200088
3235;Кастом;ООО;7453203354;Кастом;Челябинск ул.Энтузиастов, д.15, кв.160;(351)211-59-33;;;0;;Продажи рекламщик;;(351)211-59-33
1306;Кафиев Александр Николаевич;Физ.;;Медиа дизайн;г.Москва Южнобутовская, 33, кв.70;;;;;Двойрис М.Ю.;;;
6841;Качкина Анна Викторовна;ИП;665896361110;;620149, г. Екатеринбург, ул. Чкалова, 250-12;(343)269 22 22;client@rgmotor.ru;;0;Цигельницкий И.Г.;Продажи Конечник;client@rgmotor.ru;(343)269 22 22, (343)269 22 22, 8-908-9-222-444
2605;Кашаева Людмила Борисовна;ИП;645118813611;Кашаева Людмила Борисовна;Саратов ул.Барнаульский туп, д.8, кв.203;;;;0;;;;
3853;Кашина Ксения Александровна;ИП;662706778048;Кашина Ксения Александровна;344082 г. Ростов-на-Дону, ул Красноармейская, 38/73, 43;(863) 266-53-88, 264-05-33;;;0;;;;(863) 266-53-88, 264-05-33, prmanhattan@gmail.ru
6224;КАЮМОВ ИЛЬДАР АЛИЕВИЧ;ИП;773381619364;;Российская Федерация, 125464,МОСКВА Г, Ш ПЯТНИЦКОЕ, дом 12, корп.3, кв. 14;;;;0;;Розничная точка;babayan_artem@mail.ru;79104677030
2548;КБ "Русский Славянский банк";ЗАО;7706193043;Русский Славянский банк;Москва ул.Донская, д.14, стр. 2;;;;0;;;;
3909;Квашнина М.В.;ИП;32618320091;Квашнина М.В.;670002, г. Улан-Удэ, ул. Октябрьская, 10-4;(9021) 69 67 85;;;0;;;;(9021) 69 67 85
1924;Квициния Михаил Сократович;;;Квициния Михаил Сократович;Москва ул.Алтуфьевское ш., д.95б, кв.259;;;Капустин - директор ООО "Теплайн",Беларусь,г.Минск,моб.тел.375 - 29 - 621 - 04 - 15;;;;;
2707;Кекина Галина Михайловна;ИП;590313976680;Кекина Галина Михайловна;Пермь ул.пр. Парковый 22/1-119;89128845958;;;0;;;;89128845958
6980;Ким Дмитрий Эдуардович;ИП;770377889316;;123290, г. Москва, проезд Причальный, д. 3, стр. 2, кв. 69;(495)212-07-52;cbdo@pmaa.ru;;0;Кошлакова Виктория;Продажи рекламщик;cbdo@pmaa.ru;(495)212-07-52, +7 495 212 07 52, 8(926) 056-27-23
4208;Киприянова Раиса Романовна;ИП;143508456252;;677000, г. Якутск, ул.Губина,6;35-50-40, 44-12-42, 44-12-38;;;0;;;;35-50-40, 44-12-42, 44-12-38
6686;Киреев Андрей Игоревич;ИП;772906059650;;;;;;0;;;;
5762;Кирсанова Виктория Михайловна;ИП;500710044768;;141800, Москвовская обл., г. Дмитров, мкр. Аверьянова, д. 8, кв. 80;8 495 640 03 90;vk.group@mail.ru;;0;Двойрис М.Ю.;Продажи рекламщик;vk.group@mail.ru;8 495 640 03 90, 8 903 721 21 33
6372;Киселева Елена Ивановна;ИП;344312028588;;400081, г. Волгоград, ул. Сестрорецкая, д.54;greengogreen@yandex.ru;;профиль в инстаграме greengoshop34;0;Цигельницкий И.Г.;Розничная точка;greengogreen@yandex.ru;8-961-678-11-04, greengogreen@yandex.ru
877;Киселева Людмила Валерьевна;;;Киселева;Москва Химкинский бульвар, д. 16/5, кв. 112;;;Газэнергопромбанк (акт);;Алдынай;;;
6567;Киселева Оксана Викторовна;физ.лицо;;;165300, город Котлас, Архангельская область, проспект Мира, дом 30, квартира 28;;oksana-kiselva@rambler.ru;;0;Кошлакова Виктория;Розничная точка;oksana-kiselva@rambler.ru;
6408;Киященко Константин Вячеславович;ИП;772509769639;;115533, г. Москва, Нагатинская набережная, дом 26, кв. 167;+7 925 506 68 35;konstantin@dotform.ru;;0;Кошлакова Виктория;Продажи рекламщик;konstantin@dotform.ru;+7 925 506 68 35
6923;Клименко Сергей Анатольевич;ИП;504213342264;Клименко С.А.;;;;;0;Двойрис М.Ю.;;;
6452;Климова Анастасия;физ.лицо;;;;;anastasia.klimova007@gmail.com;;0;Водопьянова Оксана;Розничная точка;anastasia.klimova007@gmail.com;
4967;Клочкова Ирина Александровна;физ.лицо;772707440797;;115409, Москва, каширское шоссе, д.58, кор.3;8 916 235 33 15;lena11733@gmail.com;;0;Кошлакова Виктория;Продажи рекламщик;lena11733@gmail.com, lena11733@gmail.com;8 916 235 33 15, 8-916-235-33-75
5447;Клуб "Красная Панда";ООО;7718717090;;143966, Московская обл., г. Реутов, Мира пр-кт, д. 2, кв. 89;(916)583-71-37;;;0;;Продажи Конечник;;(916)583-71-37
6969;Клюева Валерия Валерьевна;физ.лицо;;;;;;;0;;Продажи Конечник;;
214;Кобзистый Андрей Анатольевич;Физич;;Кобзистый Андрей Анатольевич;г.Краснодар ул.Селезнева, 108, кв.49;;;;;Двойрис М.Ю.;;;
5362;Кобызев Сергей Евгеньевич;ИП;616100167310;;344038, г. Ростов-на-Дону, ул. Турмалиновская, д. 85/1, кв.11;8632322331;teh@syntec.pro;;0;;Продажи рекламщик;teh@syntec.pro;(863) 232-23-31, 291-00-69, 8632322331
4910;Ковалев Валерий Альбертович;ИП;503000418100;;143300, Московская обл., г. Наро-Фоминск, ул. Автодорожная, д. 2;(496)343-73-04;;;0;;Продажи рекламщик;;(496)343-73-04
2919;Коваленко О.В.;физ.лицо;;Коваленко О.В.;Москва ул.пр-т Вернадского, д.8а;;;;0;;;;
3528;Кожаринова Вера Владимировна;ИП;771378549554;Кожаринова Вера Владимировна;127247, г Москва, ул.С. Ковалевской, д.2а, кв.120;;;;0;;Продажи рекламщик;;
6488;Кожевников Геннадий Вячеславович;ИП;614807535621;;141212, МО, Пушкинский р-он, пос. Лесные Поляны, мкр Полянка,;+7-916-807-28-41;6450771@mail.ru;;0;Кошлакова Виктория;Продажи рекламщик;6450771@mail.ru;+7-916-807-28-41
6868;Козлов Антон Викторович;ИП;402571399232;;115054, г. Москва, Стремянный пер, дом № 17/21, квартира 5;+7 (985) 768-60-68;finance@4fresh.ru;;0;Цигельницкий И.Г.;Розничная точка;finance@4fresh.ru;+7 (985) 768-60-68
5487;Козлов Роман Владимирович;ИП;772147202684;;109457, Москва г, Зеленодольская ул, дом№ 3,квартира 28;+8 (495) 9944994;;;0;;Продажи рекламщик;;+8 (495) 9944994
6475;Коковкин Алексей Александрович;Физ.;;;;79092976404;infinityplastic8@gmail.com;;0;;Продажи Конечник;infinityplastic8@gmail.com;79092976404
2252;Кокоулин Андрей Владимирович;ИП;431200877591;Кокоулин Андрей Владимирович;Кирово-Чепецк ул.Мира, д.43а;;;;;;;;
4292;Колдов Сергей Алексеевич;ИП;631816857100;Колдов Сергей Алексеевич;443081 г.Самара, ул 22 партсъезда, дом 154, кв. 35;8462433722;mail@maisterwerk.ru;;0;Кошлакова Виктория;;mail@maisterwerk.ru;8462433722
1329;Колпаков Алексей Васильевич;Физич;;Лого-принт;г.Дзержинский ул.Спортивная, 10, кв.97;;;;;Болотова О.;;;
6570;Колпаков Артем Владимирович;ИП;772166431464;;109507, г. Москва, Самаркандский б-р, квартал 137А, дом 5, кв. 148;8(916)691-28-52;info@solariskatalog.ru;'Тел:8(499)373-48-09;8(499)786-35-13 www.solariskatalog.ru';0;Цигельницкий И.Г.;Продажи Дилер;info@solariskatalog.ru;8(903)799-26-87, 8(916)691-28-52
6282;Кольовска Алина Александровна;ИП;772319818239;;115432 г. Москваул. Трофимова д 32, корп 1, кв 19;+7 (495)958-89-37;info@centrecon.ru;;0;Кошлакова Виктория;Розничная точка;info@centrecon.ru;+7 (495)958-89-37
6374;Комарова Марина Михайловна;ИП;771602812510;;129281, Россия, Москва, проезд Староватутинский, дом 1, кв.58;+7(495) 225-5771;tm@ya-z.ru;;0;Водопьянова Оксана;Продажи рекламщик;tm@ya-z.ru;+7(495) 225-5771, +7(903) 667-3764
6695;Комарова Наталья Николаевна;ИП;771872087630;;107392,г. Москва, ул. Б. Черкизовская, дом 9, корп. 2, кв. 42;+7 901 539-52-64;ok@productioart.ru;;0;Цигельницкий И.Г.;Продажи рекламщик;ok@productioart.ru;+7 901 539-52-64, +79263596775
2644;Комков Максим Юрьевич;Физ.;;Комков Максим Юрьевич;Балашиха ул.Пионерская 9 кв 42;;;;0;;;;
2929;Комоско Федор Федорович;ИП;525400157202;Комоском Федор Федорович;Нижегородская обл г Саров, ул Силкина д. 7-75;8-910 394 48 63;;;0;;;;8-910 394 48 63
6352;КОМПАНИИ "РЭДИССОН РАША А/С" (ДАНИЯ);ФИЛИАЛ;9909253502;;109012, г. Москва, ул. Никольская, д.10;(495) 221-15-45;elina.sosnina@radissonhotels.com;;0;Кошлакова Виктория;Продажи Конечник;aleksandr.danilenko@radissonhotels.com, elina.sosnina@radissonhotels.com;(495) 221-15-45, +7 (495) 212-1545, +7 903 017 70 25, +7 499 110 26 72
967;Компания "Джелиан";ООО;7707563850;Макрос-Евро;г.Москва ул.Селезневская, 3 оф 60H;;;;;Алдынай;;;
5310;Компания "Мидас-групп";ООО;7721749448;;109443, г. Москва, Волгоградский проспект, д. 135, корп. 3;7 (495) 21-21-910;mg09@midas-group.ru;;0;Кошлакова Виктория;Продажи рекламщик;mg09@midas-group.ru, mg09@midas-group.ru, mg@midas-group.ru;7 (495) 21-21-910, 8-495-21-21-910
1663;Компания "Ориентир-М";ООО;2464027670;Компания Ориентир-М;660111, г. Красноярск, ул. Пограничников, 44 строение 2;(391) 236 10 11;;;;Надя М.;;;(391) 236 10 11, o-men@orientir-m.ru
1580;Компания "Орнита";ООО;5050056801;Орнита;г.Щелково ул.Заводская, 2;;;;;Надя М.;;;
4355;Компания "Ставилон";ООО;5262145010;;603024, г. Н.Новгород, ул. Родниковая, д. 6А, помещение П1;(831)296-18-81, 296-18-80;;;0;;;;(831)296-18-81, 296-18-80
4813;Компания "Экслибрис";ООО;5504214667;;644033, г. Омск, ул. Кр.Путь, 153/9;(913)649-2007;;;0;;;;(913)649-2007, 8(3812)24-05-66
4281;Компания Dekos.uz;;;;;;;;0;;;;
4024;Кондрашов Алексей Евгеньевич;физ.лицо;;Кондрашов Алексей Евгеньевич;142300, Московская область, г. Чехов-4, ул. Комсомольская, д. 16, кв 30;;mail@akondrashov.tel;;0;Румянцева А.В.;;mail@akondrashov.tel;
2643;Кондрашова Оксана Александровна;физ.лицо;;Кондрашова Оксана Александровн;г. Москва. ул. Луганская д. 3-1 кв 63;;;;0;;;;
6713;Коновалов Никита Васильевич;физ.лицо;;Кондрашова Оксана Александровн;г. Москва. ул. Луганская д. 3-1 кв 63;;;;0;;;;
1713;Коновалова Ольга Владимировна;ИП;501802577736;Коновалова Ольга Владимировна;Королев ул.пр-т Королева, д.12а/50;(495)766-80-29,624-98-45;;;;;Продажи рекламщик;box5117207@inbox.ru;(495)766-80-29,624-98-45
1545;Консалтинговая фирма "ЭЛЕКС-КМ";ООО;7724201160;ЭЛЕКС КМ;г.Москва Каширское шоссе, 22, кв.3;;;;;Надя М.;;;
2591;Коприс Центр;ООО;7721527068;Коприс Центр;Москва ул.1-я Карачаровская, д.17;;;;0;;Продажи рекламщик;;
5763;Копылова Екатерина Леонидовна;ИП;340903808018;;142100 МО, Подольск, ул. Свердлова, д. 11, кв.41.;(962) 999-78-44;kopylovak12@bk.ru;;0;Кошлакова Виктория;Продажи рекламщик;kopylovak12@bk.ru;(962) 999-78-44
6565;Корниенко Ксения;физ.лицо;;;г. Москва, Калашный переулк 10 стр 1;+7 967 008 33 00;ksenia@mixfeedagency.com;Mix Feed;0;Кошлакова Виктория;Продажи Конечник;ksenia@mixfeedagency.com;+7 967 008 33 00
6302;Корнийчук Андрей Иванович;ИП;771675184539;;107370, г.Москва, Бульвар Маршала Рокоссовского, д.6, корп. 1, кв. 919;8-916-807-28-41;6450771@mail.ru;;0;Водопьянова Оксана;Продажи рекламщик;6450771@mail.ru;8-916-807-28-41
6317;Корнийчук Полина Андреевна;ИП;771618074025;;107370 Москва, б-р Маршала Рокоссовского, д.6, к.1, кв.919;+7 (499)322-26-00;911@two-k.u;;0;Кошлакова Виктория;Продажи рекламщик;6450771@mail.ru, 911@two-k.u;+7 (499)322-26-00, +7 (964) 528-20-31
3466;Корнилаев Михаил Юрьевич;ИП;526210445109;Корнилаев Михаил Юрьевич;Нижний Новгород ул.Надежды Сусловой, д.7, кв.2;(831) 423-63-11;;;0;;Продажи рекламщик;;(831) 423-63-11
3883;Коробицына Ирина Валерьевна;физ.лицо;;Коробицына Ирина Валерьевна;г.Екатеринбург, ул. Военная д. 15 кв 7;;;;0;;;;
3984;Коровина Татьяна Борисовна;ИП;263406058184;Коровина Татьяна Борисовна;355005, г. Ставрополь, пр. Сычевский, 2;(8652)387979;info@academy-reklama.ru;;0;Двойрис М.Ю.;Продажи рекламщик;info@academy-reklama.ru;(8652)387979
2092;Королев Василий Владимирович;ИП;583505274959;Королев Василий Владимирович;г. Подольск ул Парковая д.57 б кв 48;+7 (495) 543-86-03;info@fanfare.ru;;;;;info@fanfare.ru;+7 (495) 543-86-03
6326;Королёва Елена Валерьевна;физ.лицо;;;600014, г. Владимир, ул. Белоконской, 6-18;;;Имя в инстаграм - vyazuha;0;Цигельницкий И.Г.;Продажи Конечник;;
1292;Королинская Ирина Федоровна;ИП;771502804280;Спринта;г.Москва Новый Арбат, 21 стр1, оф 2124;;;;;Алдынай;;;
6331;Коростелёва Валерия Александровна;ИП;505311911545;;144005, Московская область, г. Электросталь, Ногинское шоссе, 12-55;79031604444;shop.rsbormsk@gmail.com;;0;Цигельницкий И.Г.;Продажи Дилер;1604444@gmail.com, shop.rsbormsk@gmail.com;+79031604444, +79154275910
6375;Коротаев Игорь Вячеславович;ИП;366100322369;;394016 г. Воронеж, ул. 45 Стрелковой дивизии, д.247и, кв. 12;+7 (473) 21-21-021;platinum-vrn.manager@mail.ru, platinum-v;;0;Кошлакова Виктория;Продажи рекламщик;platinum-vrn.manager@mail.ru, platinum-v;+7 (473) 21-21-021, 8 473 2801055
6032;Коротаева Лариса Вячеславовна;ИП;366301977260;;394007 г. Воронеж, ул. Ильича, д.59, кв. 161;8(473) 280-10-55;platinum-vrn@mail.ru;;0;Кошлакова Виктория;Продажи рекламщик;korotaevafim@gmail.com, platinum-vrn@mail.ru;8(473) 280-10-55, 89601365929
6657;Корчагин Александр Владимирович;ИП;246304233802;;660078, г. Красноярск, пер. Афонтовский, 7 – 136;+7 (391) 205-48-05;manager2@torza.ru;;0;Кошлакова Виктория;Продажи рекламщик;m@torza.ru, manager2@torza.ru;8 (391) 205-48-05, +7 (391) 205-48-05, 8 (391) 205-48-05
2275;Косарева Ольга;;;Косарева Ольга;;;;;;;;;
6805;Косина Светлана Петровна;ИП;713001027221;;300041, г. Тула, ул. Демонстрации, д.1, кв.81;+7(905)629-73-42;ksp071@ya.ru;;0;Кошлакова Виктория;Продажи рекламщик;ksp071@ya.ru;+7(905)629-73-42
274;Костюков Анатолий Васильевич;ИП;380500328511;Костюков;Братск ул. Студенческая;(3953) 37 - 90 - 67;Email;Апельсин-Братск (акт);;Болотова О.;;basf@rusapelsin.ru;(3953) 37 - 90 - 67
4799;Косульников Ярослав Васильевич;ИП;366218346269;;394020, Воронежская обл., г. Воронеж, ул. 9 Января, дом 266, кв. 160;+7 (905) 655 54 56;brandpro-vrn@yandex.ru;УСН;0;Краснова А.;Продажи рекламщик;brandpro-vrn@yandex.ru;+7 (905) 655 54 56
5124;Косульников Ярослав Васильевич;физ.лицо;;;394020, Воронежская обл., г. Воронеж, ул. 9 Января, дом 266, кв. 160;+7 (905) 655 54 56;brandpro-vrn@yandex.ru;УСН;0;Водопьянова Оксана;Продажи рекламщик;brandpro-vrn@yandex.ru;(905) 655 54 56,+7 (473) 279 31 57, +7 (905) 655 54 56
6121;Косульникова Светлана Евгеньевна;ИП;362807404604;;394077, Воронежская обл, Воронеж г, Бульвар Победы, дом № 20;+7 (473) 279 31 57;brandpro-vrn@yandex.ru;УСН;0;Кошлакова Виктория;Продажи рекламщик;brandpro-vrn@yandex.ru;+7 (473) 279 31 57, +7 (905) 655 54 56
5013;Котенко Андрей Геннадьевич;ИП;450106674860;;640011, г. Курган, ул. Пугачева, д. 5, кв. 4;(3522) 61-63-61;zeffir_sv@list.ru;;0;;Продажи рекламщик;obektiv45@mail.ru, zeffir_sv@list.ru;(3522) 554-336, 8-963-437-0456, (3522) 61-63-61, 630-162, 8-963-437-0456
151;Котовщиков Олег Александрович;ЧП;561100210774;ЧП Котовщиков;г.Оренбург ул.Туркестанская, 5 к.505;;;;;Мелана;;;
5389;Кравцова Ольга Юрьевна;ИП;773321251911;;125373, г. Москва, бульвар Яна Райниса, д. 45, корп. 2, кв. 285;(985)369-74-24;;;0;Двойрис М.Ю.;Продажи Конечник;;(985)369-74-24
5458;Кравченко Дмитрий Михайлович;ИП;773401808556;;121170, г. Москва, Строгинский бульвар, д. 17, корпус 1, кв. 356;+7 (495) 481 9009;dima@sunprint.ru;;0;Кошлакова Виктория;Продажи рекламщик;dima@sunprint.ru, tatyana@sunprint.ru;+7 (495) 481 9009, +7(903) 217-79-00
6747;Кравченко Павел Владимирович;ИП;540537914826;;630133, Новосибирская обл., г. Новосибирск, ул. В.Высоцкого, дом 3, кв. 25;;magazin.gusto@gmail.com;;0;Цигельницкий И.Г.;Розничная точка;magazin.gusto@gmail.com;
3887;Крайних Ирина Геннадьевна;ИП;231295554230;Крайних Ирина Геннадьевна;Краснодар ул.Игнатова, д.43, кв.13;(861)211 03 25, (861)211 03 27 (доб. 206;gifts@riaok.ru;;0;;Продажи рекламщик;gifts@riaok.ru;(861)211 03 25, (861)211 03 27 (доб. 206, моб. (965)462 78 46
3131;Красильников Константин Алексеевич;ИП;382101462188;Красильников Константин Алексе;Иркутск ул.Лермонтова, д.130 оф 219;(3952) 51 12 87;;;0;;;;(3952) 51 12 87
6894;Креськова Ксения Андреевна;ИП;772484826466;;143989, Московская обл., г. Балашиха, мкр. Железнодорожный, ул. Маяковского, д.22, кв. 391;+7 (905) 565-73-38;polyxenaogo@gmail.com;;0;Цигельницкий И.Г.;Продажи Агентство;polyxenaogo@gmail.com;+7 (905) 565-73-38
1332;Кривогуз Сергей Анатольевич;ИП;701400395499;Кривогуз С.А.;г.Томск ул.Мира, 16-1;;;;;Надя М.;;;
2736;КРИСТИ;ООО;7717663300;КРИСТИ;Москва ул.Новоалексеевская, д.1, корп. стр.1 офис 8;;;;0;;;;
2217;Кротова Юлия Сергеевна;ИП;673110619135;Кротова Юлия Сергеевна;Смоленск ул.Попова, д.110, корп.2, кв.39;(84812) 40-43-19, ф. 31-25-55;citi08@mail.ru;;;;;citi08@mail.ru;(84812) 40-43-19, ф. 31-25-55
3029;Кругляк Андрей Ильич;физ.лицо;;Кругляк Андрей Ильич;Московская обл Ногинский р-н, пос Зеленый д. 54 кв 23;;;;0;;;;
3233;Крупенко Алексей Викторович;ИП;402500683102;Крупенко Алексей Викторович;249030, Калужская обл. г.Обнинск, пр-т Маркса, д.78 оф. 287;;;;0;;;;
803;Крючечников Николай Викторович;Физич;;Линкольн1;Москва Берзарина, 16, кв.89;;;Линкольн1 через с/б;;Надя М.;;;
6692;Крючков Василий Вячеславович;ИП;503112020808;;121357, г. Москва, ул. Верейская, д.29 стр.134, офис А304.2 БЦ Верейская Плаза 3;8-495-710-70-31;n.coy@odaspharma.ru;;0;Кошлакова Виктория;Продажи Конечник;a.aksakov@odaspharma.ru, k.tvardovkaya@odaspharma.ru, n.coy@odaspharma.ru;+ 7 (495) 710-70-31, 8-495-710-70-31
